,index,id,date,time,user_id,username,name,tweet,language,link,EYD,remove_stopword,Stemming,Token,label
260,45,1.63688e+18,3/18/2023,6:56:39,220375593.0,abismakansambat,Tf,di seluruh indonesia sy gak paham jabodetabek iya lagi di lampu merah tiba2 di stop di cek surat2 lagi di jalan tiba2 razia bali selama taat aturan isilopnya gada yg cari2 kesalahan bule pake kutang sama helm gada kena tilang klo di jabo udah di ajak ngbrol k pos,in,https://twitter.com/abismakansambat/status/1636879247833964545,di seluruh indonesia saya tidak paham jabodetabek iya lagi di lampu merah tiba tiba di stop di cek surat2 lagi di jalan tiba tiba razia bali selama taat aturan isilopnya tidak ada yang cari cari kesalahan bule pakai kutang sama helm tidak ada kena tilang kalau di jabo sudah di ajak ngbrol k pos,indonesia paham jabodetabek lampu merah stop cek surat2 jalan razia bali taat aturan isilopnya cari cari kesalahan bule pakai kutang helm kena tilang jabo ajak ngbrol k pos,indonesia paham jabodetabek lampu merah stop cek surat2 jalan razia bali taat atur isilopnya cari cari salah bule pakai kutang helm kena tilang jabo ajak ngbrol k pos,"['indonesia', 'paham', 'jabodetabek', 'lampu', 'merah', 'stop', 'cek', 'surat2', 'jalan', 'razia', 'bali', 'taat', 'atur', 'isilopnya', 'cari', 'cari', 'salah', 'bule', 'pakai', 'kutang', 'helm', 'kena', 'tilang', 'jabo', 'ajak', 'ngbrol', 'k', 'pos']",0
261,46,1.63686e+18,3/18/2023,5:42:20,142148720.0,akuikibutoijo,™,no viral no action soalny boss diviralkan bukan krn bali tdk aman boss tapi krn turis2 bule itu melanggar aturan hukum ga pake helm tanpa plat nopol langgar ijin tinggal visa turis tapi kerja dsb tapi krn klen aparat penegak hukum yg lemah cc,in,https://twitter.com/akuikibutoijo/status/1636860547407966209,no viral no action soalny bos diviralkan bukan karena bali tidak aman bos tapi karena turis2 bule itu melanggar aturan hukum tidak pakai helm tanpa plat nopol langgar izin tinggal visa turis tapi kerja dan sebagainya tapi karena kalian aparat penegak hukum yang lemah cc,no viral no action soalny bos diviralkan bali aman bos turis2 bule melanggar aturan hukum pakai helm plat nopol langgar izin tinggal visa turis kerja aparat penegak hukum lemah cc,no viral no action soalny bos diviralkan bali aman bos turis2 bule langgar atur hukum pakai helm plat nopol langgar izin tinggal visa turis kerja aparat tegak hukum lemah cc,"['no', 'viral', 'no', 'action', 'soalny', 'bos', 'diviralkan', 'bali', 'aman', 'bos', 'turis2', 'bule', 'langgar', 'atur', 'hukum', 'pakai', 'helm', 'plat', 'nopol', 'langgar', 'izin', 'tinggal', 'visa', 'turis', 'kerja', 'aparat', 'tegak', 'hukum', 'lemah', 'cc']",0
262,47,1.63677e+18,3/17/2023,23:28:42,7.58566e+17,ekosandjojo,Eko P. Sandjojo,ada bule di bali naik sepeda motor tidak memakai helm tidak punya sim distop polisi malah dengan kasar memaki2 polisi untung saja polisi indonesia santun jadi cuma ditilang kalau dinegaranya berbuat seperti itu dia pasti langsung diborgol dan dipenjara ,in,https://twitter.com/EkoSandjojo/status/1636766520742379521,ada bule di bali naik sepeda motor tidak memakai helm tidak punya sim distop polisi malah dengan kasar memaki2 polisi untung saja polisi indonesia santun jadi cuma ditilang kalau dinegaranya berbuat seperti itu dia pasti langsung diborgol dan di penjara ,bule bali sepeda motor memakai helm sim distop polisi kasar memaki2 polisi untung polisi indonesia santun ditilang dinegaranya berbuat langsung diborgol penjara,bule bali sepeda motor pakai helm sim stop polisi kasar memaki2 polisi untung polisi indonesia santun tilang negara buat langsung borgol penjara,"['bule', 'bali', 'sepeda', 'motor', 'pakai', 'helm', 'sim', 'stop', 'polisi', 'kasar', 'memaki2', 'polisi', 'untung', 'polisi', 'indonesia', 'santun', 'tilang', 'negara', 'buat', 'langsung', 'borgol', 'penjara']",0
263,52,1.63657e+18,3/17/2023,10:40:13,1675707294.0,uzoneindonesia,uzone.id,marak bule telanjang dada tanpa helm naik motor di bali gimana aturannya ,in,https://twitter.com/uzoneindonesia/status/1636573122072813568,marak bule telanjang dada tanpa helm naik motor di bali bagaimana aturannya ,marak bule telanjang dada helm motor bali aturannya,marak bule telanjang dada helm motor bali atur,"['marak', 'bule', 'telanjang', 'dada', 'helm', 'motor', 'bali', 'atur']",0
264,53,1.63657e+18,3/17/2023,10:32:02,41730943.0,vivacoid,VivaCoid,selain tak pakai helm bule di bali juga lakukan pelanggaran ini,in,https://twitter.com/VIVAcoid/status/1636571065257435136,selain tak pakai helm bule di bali juga lakukan pelanggaran ini,pakai helm bule bali lakukan pelanggaran,pakai helm bule bali laku langgar,"['pakai', 'helm', 'bule', 'bali', 'laku', 'langgar']",0
265,54,1.63655e+18,3/17/2023,9:20:54,1.44761e+18,teddgus,Teddy Gusnaidi,bule gak pakai baju dan gak pakai helm naik motor diberhentikan polisi di bali lalu terjadi perdebatan antara polisi dan bule tersebut yang menjadi pertanyaan kenapa harus berdebat sih ,in,https://twitter.com/TeddGus/status/1636553163112349697,bule tidak pakai baju dan tidak pakai helm naik motor diberhentikan polisi di bali lalu terjadi perdebatan antara polisi dan bule tersebut yang menjadi pertanyaan kenapa harus berdebat sih ,bule pakai baju pakai helm motor diberhentikan polisi bali perdebatan polisi bule berdebat,bule pakai baju pakai helm motor henti polisi bali debat polisi bule debat,"['bule', 'pakai', 'baju', 'pakai', 'helm', 'motor', 'henti', 'polisi', 'bali', 'debat', 'polisi', 'bule', 'debat']",0
266,55,1.63653e+18,3/17/2023,7:46:42,1.62284e+18,qultype,Qultype Idea,seorang turis warga negara amerika serikat emosi tak terima disetop polisi karena terjaring razia mengendarai sepeda motor tanpa mengenakan helm sambil membentak polisi turis itu menuduh polisi telah berbuat kriminal dan hanya butuh uangnya pada rabu 15 3 ,in,https://twitter.com/qultype/status/1636529458554470400,seorang turis warga negara amerika serikat emosi tak terima disetop polisi karena terjaring razia mengendarai sepeda motor tanpa mengenakan helm sambil membentak polisi turis itu menuduh polisi telah berbuat kriminal dan hanya butuh uangnya pada rabu 15 3 ,turis warga negara amerika serikat emosi terima disetop polisi terjaring razia mengendarai sepeda motor mengenakan helm membentak polisi turis menuduh polisi berbuat kriminal butuh uangnya rabu 15 3,turis warga negara amerika serikat emosi terima setop polisi jaring razia kendara sepeda motor kena helm bentak polisi turis tuduh polisi buat kriminal butuh uang rabu 15 3,"['turis', 'w', 'arga', 'negara', 'amerika', 'serikat', 'emosi', 'terima', 'setop', 'polisi', 'jaring', 'razia', 'kendara', 'sepeda', 'motor', 'kena', 'helm', 'bentak', 'polisi', 'turis', 'tuduh', 'polisi', 'buat', 'kriminal', 'butuh', 'uang', 'rabu', '15', '3']",0
267,57,1.63652e+18,3/17/2023,7:12:34,240113510.0,detiktravel,detikTravel,tak pakai helm di jalan raya bali bule as ngamuk disetop saat razia,in,https://twitter.com/detikTravel/status/1636520868967743491,tak pakai helm di jalan raya bali bule as mengamuk disetop saat razia,pakai helm jalan raya bali bule as mengamuk disetop razia,pakai helm jalan raya bali bule as amuk setop razia,"['pakai', 'helm', 'jalan', 'raya', 'bali', 'bule', 'as', 'amuk', 'setop', 'razia']",0
268,58,1.63642e+18,3/17/2023,0:17:18,195661519.0,saputraekac,X - Kid,dikatakan benar juga tidak salah tapi bule di bali kalo nyetir banyak yang ugal ugalan tidak memakai helm apalagi daerah canggu,in,https://twitter.com/saputraekac/status/1636416361101684737,dikatakan benar juga tidak salah tapi bule di bali kalau menyetir banyak yang ugal ugalan tidak memakai helm apalagi daerah canggu,salah bule bali menyetir ugal ugalan memakai helm daerah canggu,salah bule bali setir ugal ugalan pakai helm daerah canggu,"['salah', 'bule', 'bali', 'setir', 'ugal', 'ugalan', 'pakai', 'helm', 'daerah', 'canggu']",0
269,65,1.63629e+18,3/16/2023,16:14:38,1.06881e+18,goposid,gopos.id,viral bule di bali ngamuk ke polisi gegara ditilang tak pakai helm,in,https://twitter.com/GoposId/status/1636294896096104448,viral bule di bali mengamuk ke polisi gara gara ditilang tak pakai helm,viral bule bali mengamuk polisi gara gara ditilang pakai helm,viral bule bali amuk polisi gara gara tilang pakai helm,"['viral', 'bule', 'bali', 'amuk', 'polisi', 'gara', 'gara', 'tilang', 'pakai', 'helm']",0
270,76,1.63851e+18,3/22/2023,18:44:01,1.22952e+18,mediakomando,Komando Bhayangkara,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,in,https://twitter.com/MediaKomando/status/1638506814424879107,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,bule bikin ulah bali ajak pecalang duel hormati adat lokal,bule bikin ulah bali ajak calang duel hormat adat lokal,"['bule', 'bikin', 'ulah', 'bali', 'ajak', 'calang', 'duel', 'hormat', 'adat', 'lokal']",0
271,78,1.63819e+18,3/21/2023,21:54:48,69183155.0,detikcom,detikcom,menjelang perayaan hari raya nyepi turis bule malah bikin ulah di bali ada yang setengah telanjang di gunung agung sementara yang lain nantang pecalang ,in,https://twitter.com/detikcom/status/1638192438266286080,menjelang perayaan hari raya nyepi turis bule malah bikin ulah di bali ada yang setengah telanjang di gunung agung sementara yang lain menantang pecalang ,menjelang perayaan raya nyepi turis bule bikin ulah bali telanjang gunung agung menantang pecalang,jelang raya raya nyepi turis bule bikin ulah bali telanjang gunung agung tantang calang,"['jelang', 'raya', 'raya', 'nyepi', 'turis', 'bule', 'bikin', 'ulah', 'bali', 'telanjang', 'gunung', 'agung', 'tantang', 'calang']",0
272,79,1.63819e+18,3/21/2023,21:51:32,585858346.0,gosumbarcom,GoSumbarcom,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,in,https://twitter.com/GoSumbarcom/status/1638191618988847104,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,bule bikin ulah bali ajak pecalang duel hormati adat lokal,bule bikin ulah bali ajak calang duel hormat adat lokal,"['bule', 'bikin', 'ulah', 'bali', 'ajak', 'calang', 'duel', 'hormat', 'adat', 'lokal']",0
273,80,1.63819e+18,3/21/2023,21:49:34,1632918924.0,goriaucom,Go Riau,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,in,https://twitter.com/GoRiauCom/status/1638191121087209475,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,bule bikin ulah bali ajak pecalang duel hormati adat lokal,bule bikin ulah bali ajak calang duel hormat adat lokal,"['bule', 'bikin', 'ulah', 'bali', 'ajak', 'calang', 'duel', 'hormat', 'adat', 'lokal']",0
274,81,1.63815e+18,3/21/2023,19:09:33,1.45907e+18,sex4mesex4me6,KADROEN SOMPLAK,buat bule turis di bali yang bikin ulah di sapu bersih ajaa malah jadi kotor ,in,https://twitter.com/Sex4meSex4me6/status/1638150855311638528,buat bule turis di bali yang bikin ulah di sapu bersih saja malah jadi kotor ,bule turis bali bikin ulah sapu bersih kotor,bule turis bali bikin ulah sapu bersih kotor,"['bule', 'turis', 'bali', 'bikin', 'ulah', 'sapu', 'bersih', 'kotor']",0
275,82,1.63813e+18,3/21/2023,17:58:31,1.25536e+18,walwalle_lucy,🐙 NANINANANA Relaxing,ini bule di bali di suruh balik aja ke negara masing masing dan gak usah ke bali lagi kalau kerjaannya buat ulah,in,https://twitter.com/Walwalle_lucy/status/1638132975480229888,ini bule di bali di suruh balik saja ke negara masing masing dan tidak usah ke bali lagi kalau kerjaannya buat ulah,bule bali suruh negara bali kerjaannya ulah,bule bali suruh negara bali kerja ulah,"['bule', 'bali', 'suruh', 'negara', 'bali', 'kerja', 'ulah']",0
276,83,1.63813e+18,3/21/2023,17:39:03,1.22543e+18,repelitao,Repelita Online,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,in,https://twitter.com/RepelitaO/status/1638128077082607616,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,bule bikin ulah bali ajak pecalang duel hormati adat lokal,bule bikin ulah bali ajak calang duel hormat adat lokal,"['bule', 'bikin', 'ulah', 'bali', 'ajak', 'calang', 'duel', 'hormat', 'adat', 'lokal']",0
277,84,1.63811e+18,3/21/2023,16:42:57,8.87744e+17,oposisicerdas,OposisiCerdas.com,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,in,https://twitter.com/OposisiCerdas/status/1638113960477208576,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,bule bikin ulah bali ajak pecalang duel hormati adat lokal,bule bikin ulah bali ajak calang duel hormat adat lokal,"['bule', 'bikin', 'ulah', 'bali', 'ajak', 'calang', 'duel', 'hormat', 'adat', 'lokal']",0
278,85,1.63811e+18,3/21/2023,16:34:32,3811914674.0,gonewsdotco,GoNewsco,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,in,https://twitter.com/GoNewsdotco/status/1638111844337582088,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,bule bikin ulah bali ajak pecalang duel hormati adat lokal,bule bikin ulah bali ajak calang duel hormat adat lokal,"['bule', 'bikin', 'ulah', 'bali', 'ajak', 'calang', 'duel', 'hormat', 'adat', 'lokal']",0
279,86,1.6381e+18,3/21/2023,15:41:47,1.43366e+18,rmp_officials,Relawan Cak Imin Garis Keras,bule bikin ulah warga bali jadi resah,in,https://twitter.com/rmp_officials/status/1638098567285051392,bule bikin ulah warga bali jadi resah,bule bikin ulah warga bali resah,bule bikin ulah warga bali resah,"['bule', 'bikin', 'ulah', 'w', 'arga', 'bali', 'resah']",0
280,87,1.63808e+18,3/21/2023,14:32:47,1.51248e+18,beritakanid_com,BeritakanID News,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,in,https://twitter.com/BeritakanID_com/status/1638081203185258496,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,bule bikin ulah bali ajak pecalang duel hormati adat lokal,bule bikin ulah bali ajak calang duel hormat adat lokal,"['bule', 'bikin', 'ulah', 'bali', 'ajak', 'calang', 'duel', 'hormat', 'adat', 'lokal']",0
281,88,1.63808e+18,3/21/2023,14:15:52,3319260420.0,geloraco,GELORA NEWS,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,in,https://twitter.com/geloraco/status/1638076945027194880,bule bikin ulah di bali ajak pecalang duel dan tak hormati adat lokal,bule bikin ulah bali ajak pecalang duel hormati adat lokal,bule bikin ulah bali ajak calang duel hormat adat lokal,"['bule', 'bikin', 'ulah', 'bali', 'ajak', 'calang', 'duel', 'hormat', 'adat', 'lokal']",0
282,91,1.63798e+18,3/21/2023,7:51:15,98124684.0,tomygutomo,𝘁𝗼𝗺,banyak postingan soal bule bikin ulah di bali oke si bule salah tapi yg menindak juga kelihatan arogan dikit2 ancam deportasi nanti kalau wisatawan asing gak mau ke bali lagi siapa yg rugi ayo kembalikan bali yg bersahabat ,in,https://twitter.com/tomyGutomo/status/1637980154193670145,banyak postingan soal bule bikin ulah di bali oke sih bule salah tapi yang menindak juga kelihatan arogan sedikit sedikit ancam deportasi nanti kalau wisatawan asing tidak mau ke bali lagi siapa yang rugi ayo kembalikan bali yang bersahabat ,postingan bule bikin ulah bali oke bule salah menindak arogan ancam deportasi wisatawan asing bali rugi ayo kembalikan bali bersahabat,postingan bule bikin ulah bali oke bule salah tindak arogan ancam deportasi wisatawan asing bali rugi ayo kembali bali sahabat,"['postingan', 'bule', 'bikin', 'ulah', 'bali', 'oke', 'bule', 'salah', 'tindak', 'arogan', 'ancam', 'deportasi', 'w', 'isatawan', 'asing', 'bali', 'rugi', 'ayo', 'kembali', 'bali', 'sahabat']",0
283,96,1.64101e+18,3/29/2023,16:49:53,22126902.0,republikaonline,Republika.co.id,kakanwil kemenkumham bali membantah adanya kampung bule di pulau pariwisata itu ,in,https://twitter.com/republikaonline/status/1641014807947251712,kakanwil kemenkumham bali membantah adanya kampung bule di pulau pariwisata itu ,kakanwil kemenkumham bali membantah kampung bule pulau pariwisata,kakanwil kemenkumham bali ban kampung bule pulau pariwisata,"['kakanwil', 'kemenkumham', 'bali', 'ban', 'kampung', 'bule', 'pulau', 'pariwisata']",0
284,100,1.64086e+18,3/29/2023,6:35:04,1.44945e+18,paidjo_slebor,Paidjo_Nggambleh,bisanya cuma kakean cangkem pencitraan terus dan glelang gleleng tok di medsos juga kerjanya kakean cocot sehingga bali menjadi jajahan bule kere samoe ada bule yg bikin kampung tertutup dan exclusive di balipun dia diam sj,in,https://twitter.com/paidjo_slebor/status/1640860086493913089,bisanya cuma kebanyakan cangkem pencitraan terus dan glelang gleleng tok di media sosial juga kerjanya kebanyakan cocot sehingga bali menjadi jajahan bule kere samoe ada bule yang bikin kampung tertutup dan exclusive di balipun dia diam saja,bisanya kebanyakan cangkem pencitraan glelang gleleng tok media sosial kerjanya kebanyakan cocot bali jajahan bule kere samoe bule bikin kampung tertutup exclusive balipun diam,bisa banyak cangkem citra glelang gleleng tok media sosial kerja banyak cocot bali jajah bule kere samoe bule bikin kampung tutup exclusive bali diam,"['bisa', 'banyak', 'cangkem', 'citra', 'glelang', 'gleleng', 'tok', 'media', 'sosial', 'kerja', 'banyak', 'cocot', 'bali', 'jajah', 'bule', 'kere', 'samoe', 'bule', 'bikin', 'kampung', 'tutup', 'exclusive', 'bali', 'diam']",0
285,116,1.63884e+18,3/23/2023,16:43:33,7.336e+17,indoharian,Indoharian, miris bule rusia bikin kampung di bali,in,https://twitter.com/Indoharian/status/1638838887798951936, miris bule rusia bikin kampung di bali,miris bule rusia bikin kampung bali,miris bule rusia bikin kampung bali,"['miris', 'bule', 'rusia', 'bikin', 'kampung', 'bali']",0
286,120,1.63848e+18,3/22/2023,16:53:50,1.33556e+18,sabdopa27295009,Sabdo Palon,makin banyak bule kampungan dan rese yg datang ke bali deportasi aja tuh bule2 kampung ,in,https://twitter.com/SabdoPa27295009/status/1638479085092638720,makin banyak bule kampungan dan resek yang datang ke bali deportasi saja itu bule2 kampung ,bule kampungan resek bali deportasi bule2 kampung,bule kampung resek bali deportasi bule2 kampung,"['bule', 'kampung', 'resek', 'bali', 'deportasi', 'bule2', 'kampung']",0
287,121,1.63846e+18,3/22/2023,15:31:45,1.29083e+18,bwidjk,Bams Widjk,tak hanya ugal ugalan bule juga bikin kampung eksklusif di bali,in,https://twitter.com/BWidjk/status/1638458431349886977,tak hanya ugal ugalan bule juga bikin kampung eksklusif di bali,ugal ugalan bule bikin kampung eksklusif bali,ugal ugalan bule bikin kampung eksklusif bali,"['ugal', 'ugalan', 'bule', 'bikin', 'kampung', 'eksklusif', 'bali']",0
288,125,1.63818e+18,3/21/2023,21:11:13,63407178.0,dadan_k,Dadan Kuswaraharja,tak hanya ugal ugalan bule juga bikin kampung eksklusif di bali,in,https://twitter.com/dadan_k/status/1638181471382020097,tak hanya ugal ugalan bule juga bikin kampung eksklusif di bali,ugal ugalan bule bikin kampung eksklusif bali,ugal ugalan bule bikin kampung eksklusif bali,"['ugal', 'ugalan', 'bule', 'bikin', 'kampung', 'eksklusif', 'bali']",0
289,126,1.63818e+18,3/21/2023,20:51:05,240113510.0,detiktravel,detikTravel,tak hanya ugal ugalan bule juga bikin kampung eksklusif di bali,in,https://twitter.com/detikTravel/status/1638176403106721793,tak hanya ugal ugalan bule juga bikin kampung eksklusif di bali,ugal ugalan bule bikin kampung eksklusif bali,ugal ugalan bule bikin kampung eksklusif bali,"['ugal', 'ugalan', 'bule', 'bikin', 'kampung', 'eksklusif', 'bali']",0
290,127,1.63802e+18,3/21/2023,10:34:26,1.33556e+18,sabdopa27295009,Sabdo Palon,bule kampung deportasi ajaaaaa bali ga butuh turis kampungan yg tdk menghormati adat dan upacara adat biasa nya yg kelakuan nya minus dan kampungan cuma bule2 backpackers yg ujung2 ga punya duit pulang ke negara nya dan minta d bayarin pulang dgn deportasi ,in,https://twitter.com/SabdoPa27295009/status/1638021221379104768,bule kampung deportasi ajaaaaa bali tidak butuh turis kampungan yang tidak menghormati adat dan upacara adat biasa nya yang kelakuan nya minus dan kampungan cuma bule2 backpackers yang ujung ujung tidak punya duit pulang ke negara nya dan meminta di bayarkan pulang dengan deportasi ,bule kampung deportasi ajaaaaa bali butuh turis kampungan menghormati adat upacara adat kelakuan minus kampungan bule2 backpackers ujung ujung duit pulang negara bayarkan pulang deportasi,bule kampung deportasi ajaaaaa bali butuh turis kampung hormat adat upacara adat laku minus kampung bule2 backpackers ujung ujung duit pulang negara bayar pulang deportasi,"['bule', 'kampung', 'deportasi', 'ajaaaaa', 'bali', 'butuh', 'turis', 'kampung', 'hormat', 'adat', 'upacara', 'adat', 'laku', 'minus', 'kampung', 'bule2', 'backpackers', 'ujung', 'ujung', 'duit', 'pulang', 'negara', 'bayar', 'pulang', 'deportasi']",0
291,129,1.63401e+18,3/10/2023,8:43:37,116704882.0,boedi0n0,Moh.Budiono Santoso,si bule ini di bali ngapain liburan atau kerja kl merasa terganggu yo balik aja ke us ga usah bikin heboh di kampung orang ,in,https://twitter.com/boedi0n0/status/1634007064648486912,sih bule ini di bali apa liburan atau kerja kalau merasa terganggu iya balik saja ke us tidak usah bikin heboh di kampung orang ,bule bali liburan kerja terganggu us bikin heboh kampung orang,bule bali libur kerja ganggu us bikin heboh kampung orang,"['bule', 'bali', 'libur', 'kerja', 'ganggu', 'us', 'bikin', 'heboh', 'kampung', 'orang']",0
292,134,1.64042e+18,3/28/2023,1:43:48,1.24102e+18,bebekantariksa,Stars,bali sok tegas sama israel lo urusin noh bule bule yang pada bikin usaha di bali bego ,in,https://twitter.com/bebekantariksa/status/1640424397675823104,bali sok tegas sama israel kamu uruskan itu bule bule yang pada bikin usaha di bali bego ,bali sok israel uruskan bule bule bikin usaha bali bego,bali sok israel urus bule bule bikin usaha bali bego,"['bali', 'sok', 'israel', 'urus', 'bule', 'bule', 'bikin', 'usaha', 'bali', 'bego']",0
293,139,1.63848e+18,3/22/2023,16:55:03,2469553038.0,hukumnewtondua,dibelakangmeja,ah ntar ada bule ngemis lu jg ribut ntar ada bule mabok resek lu hujat ntar ada bule bikin usaha rental motor atau buka kelas yoga lu larang2 makan tuh bule kere,in,https://twitter.com/hukumnewtondua/status/1638479394640478209,ah nanti ada bule mengemis kamu juga ribut nanti ada bule mabuk resek kamu hujat nanti ada bule bikin usaha rental motor atau buka kelas yoga kamu larang2 makan itu bule kere,ah bule mengemis ribut bule mabuk resek hujat bule bikin usaha rental motor buka kelas yoga larang2 makan bule kere,ah bule emis ribut bule mabuk resek hujat bule bikin usaha rental motor buka kelas yoga larang2 makan bule kere,"['ah', 'bule', 'emis', 'ribut', 'bule', 'mabuk', 'resek', 'hujat', 'bule', 'bikin', 'usaha', 'rental', 'motor', 'buka', 'kelas', 'yoga', 'larang2', 'makan', 'bule', 'kere']",0
294,142,1.63796e+18,3/21/2023,6:50:32,9.68542e+17,siscabeauty1995,Me,peraturan gak masuk akal klau bule gak boleh naik motor sama juga membunuh orang bali sendiri yang punya usaha rental motor kalai buat aturan yang realistis ,in,https://twitter.com/siscabeauty1995/status/1637964875791212544,peraturan tidak masuk akal kalau bule tidak boleh naik motor sama juga membunuh orang bali sendiri yang punya usaha rental motor kalai buat aturan yang realistis ,peraturan masuk akal bule motor membunuh orang bali usaha rental motor kalai aturan realistis,atur masuk akal bule motor bunuh orang bali usaha rental motor kalai atur realistis,"['atur', 'masuk', 'akal', 'bule', 'motor', 'bunuh', 'orang', 'bali', 'usaha', 'rental', 'motor', 'kalai', 'atur', 'realistis']",0
295,144,1.63601e+18,3/15/2023,21:23:48,469944919.0,alfian_bowo,Kawulo Mataram,mas mbak orang rusia juga bikin usaha rental motor di bali bahkan ada jasa sekolah mengemudi untuk bule bukan perkara mereka ini sering ugal ugalan aja di jalan tapi bikin usaha ilegal di negara orang juga,in,https://twitter.com/alfian_bowo/status/1636010310137180160,mas mbak orang rusia juga bikin usaha rental motor di bali bahkan ada jasa sekolah mengemudi untuk bule bukan perkara mereka ini sering ugal ugalan saja di jalan tapi bikin usaha ilegal di negara orang juga,mas mbak orang rusia bikin usaha rental motor bali jasa sekolah mengemudi bule perkara ugal ugalan jalan bikin usaha ilegal negara orang,mas mbak orang rusia bikin usaha rental motor bali jasa sekolah kemudi bule perkara ugal ugalan jalan bikin usaha ilegal negara orang,"['mas', 'mbak', 'orang', 'rusia', 'bikin', 'usaha', 'rental', 'motor', 'bali', 'jasa', 'sekolah', 'kemudi', 'bule', 'perkara', 'ugal', 'ugalan', 'jalan', 'bikin', 'usaha', 'ilegal', 'negara', 'orang']",0
296,148,1.63543e+18,3/14/2023,7:11:56,274991716.0,kontoililil,bacot,terus emang gue menyalahkan peraturan ketat buat penyewaan gue cuma heran kok pelaku usaha di bali doyan banget anggep orang lokal itu kere semua buat bule apa apa gampang gue sih juga udah ogah ke bali wkwk overated mending lombok deh ,in,https://twitter.com/kontoIlIlIl/status/1635433545673089025,terus memang gue menyalahkan peraturan ketat buat penyewaan gue cuma heran kok pelaku usaha di bali suka banget anggap orang lokal itu kere semua buat bule apa apa gampang gue sih juga sudah ogah ke bali wkwk overated mending lombok deh ,gue menyalahkan peraturan ketat penyewaan gue heran pelaku usaha bali suka anggap orang lokal kere bule gampang gue ogah bali wkwk overated mending lombok deh,gue salah atur ketat sewa gue heran laku usaha bali suka anggap orang lokal kere bule gampang gue ogah bali wkwk overated mending lombok deh,"['gue', 'salah', 'atur', 'ketat', 'sewa', 'gue', 'heran', 'laku', 'usaha', 'bali', 'suka', 'anggap', 'orang', 'lokal', 'kere', 'bule', 'gampang', 'gue', 'ogah', 'bali', 'w', 'kwk', 'overated', 'mending', 'lombok', 'deh']",0
297,149,1.6353e+18,3/13/2023,22:05:14,1.61791e+18,cmnhts,cuman hts…,gubernur bali i wayan koster bakal menerbitkan perda tentang larangan turis asing menyewa sepeda motor dengan perda itu turis asing tidak boleh lagi menyewa sepeda motor dari usaha penyewaan yang dibolehkan hanya menyewa sepeda motor dari biro perjalanan ,in,https://twitter.com/cmnhts/status/1635295961978400769,gubernur bali i wayan koster bakal menerbitkan peraturan daerah tentang larangan turis asing menyewa sepeda motor dengan peraturan daerah itu turis asing tidak boleh lagi menyewa sepeda motor dari usaha penyewaan yang dibolehkan hanya menyewa sepeda motor dari biro perjalanan ,gubernur bali i wayan koster menerbitkan peraturan daerah larangan turis asing menyewa sepeda motor peraturan daerah turis asing menyewa sepeda motor usaha penyewaan dibolehkan menyewa sepeda motor biro perjalanan,gubernur bali i wayan koster terbit atur daerah larang turis asing sewa sepeda motor atur daerah turis asing sewa sepeda motor usaha sewa boleh sewa sepeda motor biro jalan,"['gubernur', 'bali', 'i', 'w', 'ayan', 'koster', 'terbit', 'atur', 'daerah', 'larang', 'turis', 'asing', 'sewa', 'sepeda', 'motor', 'atur', 'daerah', 'turis', 'asing', 'sewa', 'sepeda', 'motor', 'usaha', 'sewa', 'boleh', 'sewa', 'sepeda', 'motor', 'biro', 'jalan']",0
298,150,1.63513e+18,3/13/2023,11:19:56,89421635.0,apriliaayus_,sunflowlie༊ೄ,salah lu sendiri sih mau mau aja dikibulin sekarang baru sekarang kan kerasanya jangan sampek tuh daerah canggu juga jadi diduitin sama bule lama lama sepi juga usaha lokalnya karena mereka buka usaha yang sama yuk bisalah bali diketatin ,in,https://twitter.com/apriliaayus_/status/1635133569126522881,salah kamu sendiri sih mau mau saja dikibuli sekarang baru sekarang kan kerasanya jangan sampai itu daerah canggu juga jadi diduitin sama bule lama lama sepi juga usaha lokalnya karena mereka buka usaha yang sama yuk bisalah bali diketatin ,salah dikibuli kerasanya daerah canggu diduitin bule sepi usaha lokalnya buka usaha yuk bisalah bali diketatin,salah kibul rasa daerah canggu diduitin bule sepi usaha lokal buka usaha yuk bisa bali diketatin,"['salah', 'kibul', 'rasa', 'daerah', 'canggu', 'diduitin', 'bule', 'sepi', 'usaha', 'lokal', 'buka', 'usaha', 'yuk', 'bisa', 'bali', 'diketatin']",0
